day,stockprice,percentreturn,balance,score
16,121.14,-1.32%,106.44,-14.71
17,122.74,1.32%,107.84,-14.9
18,124.05,1.06%,108.99,-15.07
19,122.47,-1.28%,107.6,-14.88
20,119.55,-2.39%,105.03,-14.52
21,122.79,2.71%,107.87,-14.93
22,122.5,-0.24%,107.87,-14.63
23,120.66,-1.51%,107.87,-12.79
24,123.46,2.32%,110.37,-13.09
25,121.75,-1.39%,110.37,-11.38
26,118.93,-2.32%,107.81,-11.13
27,117.15,-1.50%,106.19,-10.97
28,118.23,0.92%,107.16,-11.08
29,118.16,-0.06%,107.16,-11
30,117.93,-0.20%,107.16,-10.78
2,99.21,-0.80%,100,0.79
3,99.33,0.12%,100,0.67
4,100.8,1.47%,100,-0.8
5,103.27,2.45%,100,-3.27
6,103.56,0.28%,100,-3.57
7,101.98,-1.53%,98.47,-3.52
8,101.08,-0.89%,97.6,-3.49
9,99.07,-1.99%,95.65,-3.42
10,100.85,1.79%,97.36,-3.49
11,104.16,3.28%,97.36,-6.8
12,102.55,-1.55%,97.36,-5.19
13,104.9,2.29%,99.59,-5.32
14,108.39,3.32%,99.59,-8.8
15,109.25,0.79%,99.59,-9.66
16,107.45,-1.65%,97.94,-9.52
17,109.23,1.65%,99.56,-9.68
18,110.04,0.74%,99.56,-10.49
19,112.47,2.20%,99.56,-12.91
20,112.55,0.07%,99.56,-12.99
21,112.57,0.01%,99.56,-13.01
22,112.55,-0.02%,99.56,-12.99
23,110.28,-2.02%,99.56,-10.72
24,111.01,0.66%,100.21,-10.81
25,108.21,-2.53%,100.21,-8
26,111.69,3.21%,103.43,-8.26
27,109.44,-2.02%,103.43,-6.01
28,110.64,1.09%,104.56,-6.08
29,109.57,-0.97%,103.54,-6.03
30,111.04,1.34%,104.92,-6.13
2,100.34,0.34%,100,-0.35
3,100.83,0.48%,100,-0.83
4,101.24,0.40%,100,-1.24
5,104.71,3.42%,100,-4.71
6,101.89,-2.70%,100,-1.9
7,102.32,0.42%,100.42,-1.9
8,100.91,-1.38%,99.03,-1.88
9,101.13,0.21%,99.24,-1.9
10,103.26,2.10%,101.33,-1.94
11,104.2,0.91%,101.33,-2.88
12,103.03,-1.13%,101.33,-1.71
13,100.86,-2.11%,99.19,-1.68
14,104.09,3.20%,102.36,-1.74
15,102.71,-1.33%,102.36,-0.35
16,102.16,-0.54%,101.81,-0.35
17,100.74,-1.39%,100.39,-0.35
18,97.78,-2.94%,97.44,-0.35
19,98.9,1.14%,98.55,-0.36
20,96.17,-2.77%,98.55,2.37
21,95.22,-0.99%,97.57,2.34
22,96.75,1.60%,99.13,2.37
23,97.14,0.40%,99.13,1.98
24,97.82,0.70%,99.13,1.31
25,100.41,2.64%,99.13,-1.29
26,98.6,-1.81%,99.13,0.53
27,95.75,-2.90%,96.26,0.51
28,96.21,0.48%,96.72,0.51
29,94.65,-1.63%,96.72,2.06
30,96.38,1.82%,96.72,0.34
2,100.45,0.45%,100,-0.46
3,103.56,3.09%,100,-3.57
4,102.35,-1.17%,100,-2.35
5,103.33,0.95%,100.95,-2.38
6,105,1.61%,102.58,-2.43
7,102.64,-2.25%,102.58,-0.07
8,105.68,2.96%,105.61,-0.08
9,107.72,1.93%,105.61,-2.11
10,104.77,-2.74%,105.61,0.84
11,102.04,-2.61%,102.85,0.8
12,102.86,0.80%,103.67,0.81
13,103.12,0.25%,103.67,0.54
14,101.44,-1.63%,103.67,2.23
15,101.18,-0.26%,103.4,2.21
16,101.69,0.50%,103.92,2.23
17,102.04,0.34%,104.27,2.22
18,102.51,0.46%,104.75,2.23
19,102.91,0.39%,105.15,2.24
20,103.06,0.14%,105.3,2.23
21,103.34,0.27%,105.58,2.23
22,102.53,-0.79%,104.75,2.21
23,105.64,3.03%,107.92,2.28
24,109.03,3.20%,107.92,-1.11
25,108.04,-0.91%,107.92,-0.13
26,109.73,1.56%,109.6,-0.14
27,112.6,2.61%,112.46,-0.15
28,110.86,-1.55%,112.46,1.59
29,111.63,0.69%,113.24,1.6
30,114.88,2.91%,116.53,1.65
2,101.96,1.95%,100,-1.96
3,105.05,3.03%,100,-5.05
4,102.07,-2.84%,100,-2.07
5,103.69,1.58%,101.58,-2.11
6,103.54,-0.15%,101.43,-2.11
7,102.95,-0.57%,100.85,-2.11
8,102.8,-0.15%,100.7,-2.1
9,106.06,3.17%,103.89,-2.18
10,105.37,-0.66%,103.89,-1.49
11,108.06,2.55%,106.54,-1.52
12,109.16,1.01%,106.54,-2.62
13,111.19,1.85%,106.54,-4.65
14,112.04,0.76%,106.54,-5.5
15,114.08,1.82%,106.54,-7.54
16,114.68,0.52%,106.54,-8.14
17,115.37,0.60%,106.54,-8.83
18,117.61,1.94%,106.54,-11.07
19,118.72,0.94%,106.54,-12.18
20,119.79,0.90%,106.54,-13.25
21,117.79,-1.67%,106.54,-11.25
22,120.11,1.96%,108.63,-11.49
23,117.96,-1.80%,108.63,-9.33
24,116.26,-1.45%,107.06,-9.21
25,113.55,-2.34%,104.56,-8.99
26,111,-2.25%,102.21,-8.8
27,109.25,-1.58%,100.59,-8.66
28,112.01,2.52%,103.13,-8.89
29,110.74,-1.14%,103.13,-7.61
30,112.03,1.16%,103.13,-8.91
2,101.12,1.12%,100,-1.13
3,99.75,-1.36%,100,0.25
4,97.58,-2.18%,97.82,0.23
5,96.46,-1.15%,96.69,0.23
6,95.27,-1.24%,95.49,0.21
7,92.36,-3.06%,92.57,0.2
8,92.45,0.09%,92.66,0.2
9,95.94,3.77%,92.66,-3.29
10,97.18,1.29%,92.66,-4.53
11,95.31,-1.93%,92.66,-2.66
12,96.75,1.51%,94.05,-2.71
13,100.05,3.41%,94.05,-6
14,97.17,-2.88%,94.05,-3.13
15,99.96,2.87%,96.75,-3.21
16,102.52,2.56%,96.75,-5.77
17,105.26,2.67%,96.75,-8.52
18,103.48,-1.70%,96.75,-6.74
19,103.39,-0.09%,96.66,-6.74
20,106.23,2.74%,99.31,-6.93
21,109.21,2.80%,99.31,-9.9
22,109.93,0.65%,99.31,-10.63
23,112.99,2.78%,102.07,-10.93
24,111.92,-0.95%,102.07,-9.86
25,112.5,0.51%,102.59,-9.91
26,113.34,0.74%,103.35,-10
27,112.43,-0.81%,102.52,-9.92
28,114.49,1.83%,104.39,-10.1
29,115.21,0.62%,104.39,-10.82
30,116.22,0.87%,104.39,-11.83
2,101.05,1.04%,101.05,0
3,102.22,1.15%,102.22,0
4,102.54,0.31%,102.54,0
5,105.23,2.62%,105.23,0
6,105.26,0.02%,105.23,-0.04
7,104.46,-0.77%,105.23,0.77
8,107.49,2.90%,108.28,0.79
9,107.74,0.23%,108.28,0.54
10,106.05,-1.57%,108.28,2.23
11,105.38,-0.64%,107.59,2.21
12,105.19,-0.19%,107.39,2.2
13,107.34,2.04%,109.58,2.23
14,110.52,2.96%,109.58,-0.94
15,109.33,-1.08%,109.58,0.25
16,111.09,1.60%,111.34,0.25
17,109.08,-1.81%,109.32,0.23
18,107.98,-1.01%,108.21,0.22
19,107.6,-0.36%,107.82,0.21
20,106.74,-0.80%,106.95,0.21
21,107.32,0.54%,107.53,0.21
22,104.77,-2.38%,104.97,0.2
23,103.83,-0.90%,104.02,0.18
24,106.16,2.24%,106.35,0.18
25,107.22,0.99%,106.35,-0.88
26,107.35,0.12%,106.35,-1
27,104.6,-2.57%,106.35,1.75
28,102.69,-1.83%,104.4,1.71
29,103.57,0.85%,105.29,1.72
30,100.61,-2.86%,105.29,4.68
2,101.52,1.51%,100,-1.52
3,103.67,2.11%,100,-3.68
4,105,1.28%,100,-5
5,102.66,-2.23%,100,-2.66
6,103.6,0.91%,100.91,-2.69
7,107.07,3.34%,104.28,-2.79
8,106.94,-0.13%,104.28,-2.66
9,104.51,-2.28%,101.91,-2.61
10,102.04,-2.37%,99.5,-2.55
11,102.85,0.79%,100.28,-2.57
12,104.35,1.45%,100.28,-4.07
13,107.07,2.60%,100.28,-6.79
14,108.3,1.14%,100.28,-8.02
15,106.09,-2.05%,100.28,-5.82
16,104.34,-1.65%,98.62,-5.72
17,107.24,2.77%,101.36,-5.88
18,109.05,1.68%,101.36,-7.69
19,109.38,0.30%,101.36,-8.02
20,111.92,2.32%,103.71,-8.22
21,111.86,-0.06%,103.71,-8.16
22,109.66,-1.97%,103.71,-5.96
23,109.88,0.20%,103.91,-5.97
24,108.94,-0.86%,103.02,-5.93
25,112.33,3.11%,106.22,-6.11
26,111.07,-1.13%,106.22,-4.85
27,108.35,-2.45%,103.61,-4.74
28,111.05,2.49%,106.19,-4.86
29,112.33,1.15%,106.19,-6.14
30,115.78,3.07%,106.19,-9.6
2,102.85,2.84%,102.85,0
3,102.18,-0.66%,102.85,0.66
4,102.79,0.59%,103.46,0.66
5,100.15,-2.57%,100.8,0.64
6,102.32,2.16%,102.98,0.66
7,101.71,-0.60%,102.98,1.27
8,104.89,3.12%,102.98,-1.91
9,103.04,-1.77%,102.98,-0.07
10,102.13,-0.89%,102.07,-0.07
11,102.71,0.56%,102.64,-0.07
12,101.93,-0.76%,102.64,0.7
13,102.22,0.28%,102.64,0.42
14,103.94,1.68%,102.64,-1.3
15,101.94,-1.93%,102.64,0.7
16,100.83,-1.09%,101.52,0.68
17,98.96,-1.86%,99.63,0.67
18,99.66,0.70%,100.33,0.67
19,98.11,-1.56%,100.33,2.21
20,97.13,-1%,100.33,3.2
21,94.69,-2.52%,100.33,5.64
22,96.75,2.17%,102.51,5.76
23,99.15,2.48%,102.51,3.35
24,96.24,-2.94%,102.51,6.27
25,98.41,2.25%,104.82,6.4
26,95.84,-2.62%,104.82,8.97
27,95.11,-0.77%,104.02,8.9
28,96.74,1.71%,105.8,9.06
29,99.97,3.33%,105.8,5.82
30,97.36,-2.62%,105.8,8.43
2,102.78,2.78%,100,-2.79
3,105.21,2.36%,100,-5.21
4,108.57,3.19%,100,-8.57
5,111.96,3.12%,100,-11.96
6,111.64,-0.29%,100,-11.64
7,111.6,-0.04%,99.96,-11.64
8,109.47,-1.91%,98.05,-11.43
9,112.17,2.46%,100.46,-11.72
10,109.62,-2.28%,100.46,-9.17
11,106.91,-2.48%,97.97,-8.94
12,107.72,0.75%,98.71,-9.02
13,110.47,2.55%,98.71,-11.77
14,113.48,2.72%,98.71,-14.78
15,111.56,-1.70%,98.71,-12.86
16,109.61,-1.75%,96.98,-12.63
17,108.99,-0.57%,96.43,-12.56
18,106.92,-1.90%,94.59,-12.33
19,105.31,-1.51%,93.16,-12.16
20,103.46,-1.76%,91.52,-11.94
21,103.83,0.35%,91.84,-11.99
22,104.63,0.77%,91.84,-12.79
23,105.94,1.25%,91.84,-14.1
24,103.96,-1.87%,91.84,-12.12
25,106.11,2.06%,93.73,-12.38
26,106.04,-0.07%,93.73,-12.32
27,105.19,-0.81%,93.73,-11.46
28,104.68,-0.49%,93.27,-11.42
29,104.62,-0.06%,93.21,-11.42
30,107.82,3.05%,96.06,-11.76
2,100.34,0.34%,100,-0.35
3,100.25,-0.09%,100,-0.25
4,102.92,2.66%,100,-2.93
5,102.41,-0.50%,100,-2.41
6,104.86,2.39%,102.39,-2.47
7,108.23,3.21%,102.39,-5.85
8,107.05,-1.10%,102.39,-4.66
9,108.17,1.04%,103.46,-4.72
10,108.46,0.26%,103.73,-4.73
11,106.11,-2.17%,101.48,-4.63
12,107.61,1.41%,102.91,-4.71
13,106.64,-0.91%,102.91,-3.74
14,106.85,0.19%,102.91,-3.94
15,109.36,2.34%,102.91,-6.46
16,106.56,-2.57%,102.91,-3.66
17,106.79,0.21%,103.13,-3.67
18,105.05,-1.63%,101.44,-3.61
19,103.22,-1.75%,99.67,-3.55
20,103.54,0.31%,99.97,-3.58
21,106.27,2.63%,99.97,-6.3
22,106.33,0.05%,99.97,-6.36
23,104.88,-1.37%,99.97,-4.91
24,103.58,-1.24%,98.73,-4.85
25,104.5,0.88%,99.6,-4.91
26,104.34,-0.16%,99.6,-4.75
27,103.44,-0.87%,99.6,-3.85
28,100.84,-2.52%,99.6,-1.25
29,100.86,0.01%,99.61,-1.25
30,101.71,0.84%,99.61,-2.1
2,102.79,2.79%,100,-2.8
3,100.66,-2.08%,100,-0.66
4,99.35,-1.31%,98.69,-0.66
5,98.69,-0.67%,98.03,-0.66
6,96.16,-2.57%,95.51,-0.65
7,93.17,-3.11%,92.54,-0.63
8,92.23,-1.01%,91.6,-0.64
9,94.93,2.92%,91.6,-3.34
10,95.11,0.18%,91.6,-3.52
11,97.07,2.06%,91.6,-5.47
12,94.47,-2.68%,91.6,-2.88
13,95.64,1.23%,92.73,-2.91
14,93.45,-2.29%,90.6,-2.86
15,92.46,-1.06%,89.64,-2.82
16,90.52,-2.10%,87.75,-2.77
17,87.72,-3.10%,85.03,-2.69
18,87.68,-0.05%,84.99,-2.7
19,90.85,3.61%,84.99,-5.86
20,90.16,-0.76%,84.99,-5.18
21,87.29,-3.19%,82.28,-5.02
22,84.53,-3.17%,79.67,-4.86
23,81.9,-3.12%,77.19,-4.72
24,83.24,1.63%,78.45,-4.79
25,83.38,0.16%,78.45,-4.93
26,83.46,0.09%,78.45,-5.01
27,83.22,-0.29%,78.45,-4.77
28,86.64,4.10%,78.45,-8.19
29,87.02,0.43%,78.45,-8.57
30,90.08,3.51%,78.45,-11.63
2,101.17,1.17%,101.17,0
3,98.19,-2.95%,98.19,0
4,95.35,-2.90%,95.35,0
5,98.51,3.31%,98.51,0
6,97.01,-1.53%,98.51,1.5
7,95.63,-1.43%,97.1,1.46
8,98.55,3.05%,100.06,1.51
9,98.75,0.20%,100.06,1.31
10,98.18,-0.58%,100.06,1.87
11,97.13,-1.07%,98.98,1.85
12,99.97,2.92%,101.87,1.9
13,96.99,-2.99%,101.87,4.88
14,99.52,2.60%,104.52,5
15,97.38,-2.16%,104.52,7.14
16,100.66,3.36%,108.04,7.38
17,100.95,0.28%,108.04,7.09
18,99.21,-1.73%,108.04,8.83
19,98.97,-0.25%,107.77,8.79
20,97.77,-1.22%,106.46,8.68
21,97.7,-0.08%,106.38,8.67
22,96.92,-0.80%,105.53,8.61
23,96.34,-0.60%,104.89,8.54
24,96.42,0.08%,104.97,8.54
25,95.48,-0.98%,103.94,8.45
26,97.59,2.20%,106.23,8.64
27,94.63,-3.04%,106.23,11.6
28,97.83,3.38%,109.82,11.98
29,95.05,-2.85%,109.82,14.76
30,96.63,1.66%,111.64,15.01
2,101.36,1.35%,100,-1.36
3,98.53,-2.80%,100,1.46
4,99.12,0.59%,100.59,1.46
5,96.89,-2.25%,98.32,1.42
6,95.34,-1.60%,96.74,1.39
7,95.91,0.59%,97.31,1.4
8,97.08,1.21%,97.31,0.23
9,97.86,0.80%,97.31,-0.55
10,99.56,1.73%,97.31,-2.25
11,100.5,0.94%,97.31,-3.19
12,103.9,3.38%,97.31,-6.6
13,105.46,1.50%,97.31,-8.15
14,105.93,0.44%,97.31,-8.63
15,104.26,-1.58%,95.77,-8.5
16,101.51,-2.64%,93.24,-8.28
17,103.51,1.97%,95.07,-8.45
18,103.44,-0.07%,95.07,-8.38
19,101.95,-1.45%,95.07,-6.89
20,100.5,-1.43%,93.71,-6.8
21,103.88,3.36%,96.86,-7.02
22,107.26,3.25%,96.86,-10.41
23,106.79,-0.44%,96.86,-9.94
24,105.5,-1.21%,95.68,-9.82
25,106.84,1.27%,96.89,-9.96
26,110.25,3.19%,96.89,-13.36
27,112.4,1.95%,96.89,-15.52
28,109.92,-2.21%,96.89,-13.03
29,107.54,-2.17%,94.79,-12.75
30,105.97,-1.46%,93.4,-12.57
2,102.01,2.01%,100,-2.02
3,104.38,2.32%,100,-4.38
4,104.77,0.37%,100,-4.77
5,103.42,-1.29%,98.71,-4.72
6,105.89,2.38%,101.06,-4.83
7,103.71,-2.06%,101.06,-2.65
8,106.69,2.87%,103.96,-2.74
9,104.78,-1.80%,103.96,-0.83
10,104.28,-0.48%,103.46,-0.83
11,107.09,2.69%,106.24,-0.86
12,108.77,1.56%,106.24,-2.54
13,106.96,-1.67%,106.24,-0.72
14,107.86,0.84%,107.13,-0.74
15,110.95,2.86%,110.19,-0.77
16,111.27,0.28%,110.19,-1.08
17,113.63,2.12%,110.19,-3.44
18,113.41,-0.20%,110.19,-3.22
19,114.86,1.27%,110.19,-4.68
20,118.35,3.03%,110.19,-8.16
21,121.75,2.87%,110.19,-11.57
22,125.03,2.69%,110.19,-14.85
23,126.27,0.99%,110.19,-16.08
24,127.27,0.79%,111.06,-16.21
25,126.7,-0.45%,110.56,-16.14
26,125.44,-1%,109.46,-15.99
27,126.19,0.59%,110.11,-16.08
28,125.38,-0.65%,109.4,-15.98
29,126,0.49%,109.94,-16.07
30,128.58,2.04%,112.19,-16.4
2,99.84,-0.16%,100,0.15
3,98.61,-1.24%,100,1.39
4,97.67,-0.96%,100,2.32
5,95.77,-1.95%,100,4.23
6,96.15,0.39%,100,3.84
7,96.02,-0.14%,100,3.98
8,94.11,-1.99%,100,5.89
9,94.41,0.31%,100.31,5.9
10,92.17,-2.38%,97.93,5.76
11,91.46,-0.78%,97.17,5.71
12,89.58,-2.06%,95.17,5.59
13,89.1,-0.54%,94.66,5.56
14,91.99,3.24%,97.73,5.74
15,89.67,-2.53%,97.73,8.06
16,92.24,2.86%,100.53,8.29
17,94.55,2.50%,100.53,5.98
18,96.25,1.79%,100.53,4.28
19,98.45,2.28%,100.53,2.07
20,100.26,1.83%,100.53,0.26
21,102.19,1.92%,100.53,-1.66
22,104.3,2.06%,100.53,-3.77
23,101.4,-2.79%,100.53,-0.88
24,104.15,2.71%,103.25,-0.91
25,102.78,-1.32%,103.25,0.46
26,103.21,0.41%,103.25,0.04
27,104.94,1.67%,103.25,-1.69
28,103.23,-1.63%,103.25,0.01
29,104.21,0.94%,104.23,0.02
30,104.21,0%,104.23,0.02
2,103.49,3.48%,100,-3.49
3,103.35,-0.14%,100,-3.35
4,101.78,-1.52%,98.48,-3.3
5,100.61,-1.15%,97.34,-3.27
6,100,-0.61%,96.74,-3.27
7,98.68,-1.32%,95.46,-3.23
8,99.51,0.84%,96.26,-3.25
9,101.98,2.48%,96.26,-5.72
10,99.53,-2.41%,96.26,-3.27
11,97.57,-1.97%,94.36,-3.21
12,96.47,-1.13%,93.29,-3.18
13,98.41,2.01%,95.16,-3.25
14,98.47,0.06%,95.16,-3.32
15,97.56,-0.93%,95.16,-2.41
16,98.85,1.32%,96.41,-2.44
17,99.58,0.73%,96.41,-3.18
18,99.85,0.27%,96.41,-3.44
19,100.76,0.91%,96.41,-4.36
20,99.03,-1.72%,96.41,-2.63
21,96.21,-2.85%,93.66,-2.55
22,94.93,-1.34%,92.41,-2.53
23,92.6,-2.46%,90.14,-2.46
24,93.65,1.13%,91.16,-2.5
25,96.85,3.41%,91.16,-5.69
26,98.47,1.67%,91.16,-7.32
27,100.6,2.16%,91.16,-9.44
28,102.72,2.10%,91.16,-11.57
29,105.91,3.10%,91.16,-14.75
30,103.83,-1.97%,91.16,-12.68
2,97.79,-2.21%,100,2.2
3,97.32,-0.49%,99.51,2.19
4,96.72,-0.62%,98.89,2.17
5,95.24,-1.54%,97.37,2.13
6,92.46,-2.92%,94.52,2.06
7,93.69,1.33%,95.77,2.07
8,92.98,-0.76%,95.77,2.78
9,95.23,2.41%,95.77,0.53
10,94.59,-0.68%,95.77,1.17
11,97.25,2.81%,95.77,-1.49
12,95.38,-1.93%,95.77,0.39
13,93.81,-1.65%,94.19,0.37
14,92.74,-1.15%,93.11,0.37
15,92.97,0.24%,93.34,0.37
16,94.32,1.45%,94.69,0.37
17,93.82,-0.54%,94.69,0.87
18,92.19,-1.74%,94.69,2.5
19,92.34,0.16%,94.84,2.5
20,90.25,-2.27%,92.69,2.43
21,90.91,0.73%,93.36,2.45
22,90.11,-0.88%,93.36,3.25
23,93.3,3.54%,93.36,0.06
24,92.95,-0.38%,93.36,0.4
25,92.54,-0.45%,92.94,0.39
26,89.95,-2.80%,90.33,0.37
27,91.88,2.14%,92.26,0.38
28,90.79,-1.19%,92.26,1.46
29,89.17,-1.79%,92.26,3.09
30,91.7,2.83%,94.87,3.17
2,102.64,2.64%,100,-2.65
3,104.51,1.82%,100,-4.52
4,106,1.42%,100,-6
5,103.24,-2.61%,100,-3.24
6,106.19,2.85%,102.85,-3.35
7,105.29,-0.85%,102.85,-2.45
8,107.2,1.81%,102.85,-4.36
9,105.75,-1.36%,102.85,-2.91
10,105.09,-0.63%,102.2,-2.9
11,105.71,0.58%,102.8,-2.91
12,105.33,-0.36%,102.43,-2.9
13,108.57,3.07%,105.58,-2.99
14,109.16,0.54%,105.58,-3.58
15,108.35,-0.75%,105.58,-2.77
16,109.44,1%,106.64,-2.8
17,106.97,-2.26%,104.23,-2.74
18,105.57,-1.31%,102.86,-2.71
19,104.63,-0.90%,101.94,-2.69
20,108.03,3.24%,105.25,-2.79
21,108.89,0.79%,105.25,-3.65
22,111.52,2.41%,105.25,-6.27
23,110.72,-0.72%,105.25,-5.47
24,111.91,1.07%,106.38,-5.54
25,115.02,2.77%,109.33,-5.69
26,112.71,-2.01%,109.33,-3.38
27,114.14,1.26%,110.71,-3.44
28,117.46,2.90%,113.93,-3.53
29,119.8,1.99%,113.93,-5.87
30,122.82,2.52%,113.93,-8.89
2,97.24,-2.77%,97.24,0
3,99.75,2.58%,99.75,0
4,102.47,2.72%,99.75,-2.72
5,103.2,0.71%,99.75,-3.46
6,106.59,3.28%,103.02,-3.58
7,107.4,0.75%,103.02,-4.39
8,110.88,3.24%,103.02,-7.86
9,108.72,-1.95%,103.02,-5.71
10,108.73,0%,103.02,-5.72
11,109.32,0.54%,103.57,-5.75
12,111.22,1.73%,105.37,-5.85
13,109.48,-1.57%,103.72,-5.77
14,112.52,2.77%,106.6,-5.93
15,112.44,-0.08%,106.6,-5.85
16,110.85,-1.42%,106.6,-4.25
17,108.68,-1.96%,104.51,-4.18
18,110.49,1.66%,106.25,-4.24
19,111.78,1.16%,106.25,-5.54
20,108.83,-2.64%,106.25,-2.58
21,107.24,-1.47%,104.69,-2.55
22,106.33,-0.85%,103.8,-2.54
23,105.05,-1.21%,102.55,-2.5
24,102.74,-2.20%,100.29,-2.45
25,103.36,0.60%,100.89,-2.47
26,100.74,-2.54%,100.89,0.15
27,103.54,2.77%,103.69,0.14
28,106.65,3%,103.69,-2.97
29,104.9,-1.65%,103.69,-1.22
30,105.85,0.90%,104.62,-1.23
2,100.17,0.17%,100,-0.18
3,97.91,-2.26%,100,2.09
4,98.28,0.37%,100.37,2.09
5,95.99,-2.34%,98.03,2.04
6,98.33,2.43%,100.41,2.07
7,97.68,-0.67%,100.41,2.72
8,98.96,1.31%,100.41,1.45
9,97.27,-1.71%,100.41,3.14
10,98.85,1.62%,102.04,3.19
11,99.54,0.69%,102.04,2.5
12,98.09,-1.46%,102.04,3.95
13,100.68,2.64%,104.73,4.04
14,98.51,-2.16%,104.73,6.21
15,97.31,-1.22%,103.45,6.14
16,97.97,0.67%,104.15,6.18
17,97.38,-0.61%,104.15,6.77
18,97.52,0.14%,104.15,6.63
19,97.41,-0.12%,104.15,6.74
20,96.72,-0.71%,104.15,7.43
21,94.93,-1.86%,104.15,9.21
22,97.88,3.10%,104.15,6.27
23,99.13,1.27%,104.15,5.02
24,98.49,-0.65%,104.15,5.66
25,98.5,0.01%,104.16,5.65
26,97.59,-0.93%,103.19,5.59
27,98.35,0.77%,103.99,5.64
28,95.63,-2.77%,101.11,5.48
29,98.58,3.08%,104.22,5.64
30,101.78,3.24%,104.22,2.43
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
