ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100001855,Female,Married,30,High School,93854,Skilled Employee,Small City
100001856,Female,Married,26,High School,129022,Skilled Employee,Small City
100001857,Male,Married,23,High School,66804,Unemployed,Small City
100001858,Male,Married,25,High School,62689,Unemployed,Small City
100001859,Female,Single,40,High School,67619,Unemployed,Small City
100001860,Male,Single,46,High School,113495,Unemployed,Small City
100001861,Female,Married,43,High School,48632,Unemployed,Small City
100001862,Female,Married,22,High School,107394,Unemployed,Small City
100001863,Male,Married,39,High School,72385,Unemployed,Small City
100001864,Female,Married,27,High School,115934,Unemployed,Small City
100001865,Male,Single,40,High School,93183,Unemployed,Small City
100001866,Male,Single,24,Unknown,63506,Unemployed,Small City
100001867,Female,Single,52,High School,113619,Skilled Employee,Small City
100001868,Female,Married,30,High School,121399,Unemployed,Small City
100001869,Female,Married,34,High School,78281,Unemployed,Small City
100001870,Female,Single,38,High School,103926,Skilled Employee,Small City
100001871,Male,Married,39,High School,89097,Unemployed,Small City
100001872,Female,Single,29,Unknown,80852,Unemployed,Small City
100001873,Male,Married,25,High School,65207,Unemployed,Small City
100001874,Female,Married,35,High School,93495,Unemployed,Small City
100001875,Male,Single,53,High School,121970,Unemployed,Small City
100001876,Male,Single,26,Unknown,62027,Unemployed,Small City
100001877,Male,Single,33,High School,88602,Unemployed,Small City
100001878,Male,Married,29,High School,89914,Unemployed,Small City
100001879,Male,Single,39,High School,83342,Unemployed,Small City
100001880,Male,Single,29,Unknown,103439,Skilled Employee,Small City
100001881,Male,Single,26,Unknown,115451,Skilled Employee,Small City
100001882,Male,Single,24,Unknown,68250,Unemployed,Small City
100001883,Female,Married,21,High School,113630,Unemployed,Small City
100001884,Female,Married,26,High School,125880,Skilled Employee,Small City
100001885,Female,Married,20,High School,91177,Unemployed,Small City
100001886,Female,Single,35,High School,73266,Unemployed,Small City
100001887,Female,Married,24,High School,69021,Unemployed,Small City
100001888,Female,Single,40,High School,122593,Skilled Employee,Small City
100001889,Female,Single,44,High School,122180,Skilled Employee,Small City
100001890,Male,Single,29,Unknown,75160,Unemployed,Small City
100001891,Female,Married,39,High School,81973,Unemployed,Small City
100001892,Female,Married,35,High School,92194,Unemployed,Small City
100001893,Male,Single,42,High School,107380,Unemployed,Small City
100001894,Female,Single,32,High School,98023,Skilled Employee,Small City
100001895,Male,Single,48,High School,94868,Unemployed,Small City
100001896,Male,Single,26,Unknown,83442,Unemployed,Small City
100001897,Female,Married,26,High School,109887,Skilled Employee,Small City
100001898,Male,Single,42,High School,98876,Unemployed,Small City
100001899,Male,Single,48,High School,94962,Unemployed,Small City
100001900,Female,Married,42,High School,130740,Skilled Employee,Small City
100001901,Female,Married,27,High School,94095,Unemployed,Small City
100001902,Female,Married,37,High School,95071,Unemployed,Small City
100001903,Male,Single,33,Unknown,117308,Skilled Employee,Small City
100001904,Male,Single,33,High School,112093,Skilled Employee,Small City
100001905,Female,Single,37,High School,123893,Skilled Employee,Small City
100001906,Female,Married,31,High School,80189,Unemployed,Small City
100001907,Male,Single,39,High School,124089,Skilled Employee,Small City
100001908,Female,Single,40,High School,82673,Unemployed,Small City
100001909,Female,Married,28,High School,88858,Unemployed,Small City
100001910,Female,Married,26,High School,80540,Unemployed,Small City
100001911,Female,Married,24,High School,84228,Unemployed,Small City
100001912,Male,Single,40,High School,103963,Skilled Employee,Small City
100001913,Female,Married,29,High School,102397,Skilled Employee,Small City
100001914,Male,Single,43,High School,111563,Skilled Employee,Small City
100001915,Male,Single,23,Unknown,88260,Unemployed,Small City
100001916,Female,Single,34,High School,114767,Skilled Employee,Small City
100001917,Female,Married,42,High School,113275,Skilled Employee,Small City
100001918,Female,Married,33,High School,104755,Skilled Employee,Small City
100001919,Female,Married,32,High School,120525,Skilled Employee,Small City
100001920,Female,Married,26,High School,96082,Unemployed,Small City
100001921,Female,Married,23,High School,87227,Unemployed,Small City
100001922,Female,Married,26,High School,69333,Unemployed,Small City
100001923,Female,Married,27,High School,87777,Unemployed,Small City
100001924,Male,Single,24,Unknown,70978,Unemployed,Small City
100001925,Male,Single,27,Unknown,104196,Unemployed,Small City
100001926,Female,Married,26,High School,97551,Skilled Employee,Small City
100001927,Female,Single,42,High School,78979,Unemployed,Small City
100001928,Female,Single,37,High School,82500,Unemployed,Small City
100001929,Female,Married,26,High School,86306,Unemployed,Small City
100001930,Female,Married,24,High School,78762,Unemployed,Small City
100001931,Female,Single,39,High School,125543,Skilled Employee,Small City
100001932,Male,Single,26,Unknown,70336,Unemployed,Small City
100001933,Male,Married,35,High School,112975,Skilled Employee,Small City
100001934,Male,Single,38,High School,96681,Unemployed,Small City
100001935,Female,Married,24,High School,98922,Skilled Employee,Small City
100001936,Female,Single,26,Unknown,109250,Skilled Employee,Small City
100001937,Male,Single,25,Unknown,108960,Unemployed,Small City
100001938,Male,Single,40,High School,71302,Unemployed,Small City
100001939,Female,Single,48,High School,107757,Unemployed,Small City
100001940,Female,Married,22,High School,111600,Skilled Employee,Small City
100001941,Female,Married,25,High School,102974,Skilled Employee,Small City
100001942,Male,Married,24,High School,63442,Unemployed,Small City
100001943,Male,Single,39,High School,118913,Unemployed,Small City
100001944,Male,Single,39,High School,80987,Unemployed,Small City
100001945,Female,Married,21,High School,68790,Unemployed,Small City
100001946,Female,Single,27,Unknown,86462,Unemployed,Small City
100001947,Male,Single,40,High School,76881,Unemployed,Small City
100001948,Female,Married,37,High School,107409,Skilled Employee,Small City
100001949,Female,Single,42,High School,69114,Unemployed,Small City
100001950,Female,Married,31,High School,119167,Skilled Employee,Small City
100001951,Female,Married,31,High School,102018,Skilled Employee,Small City
100001952,Male,Single,30,Unknown,97680,Skilled Employee,Small City
100001953,Female,Single,23,Unknown,65062,Unemployed,Small City
100001954,Male,Single,33,Unknown,118144,Skilled Employee,Small City
100001955,Female,Married,37,High School,124548,Skilled Employee,Small City
100001956,Female,Single,29,Unknown,85637,Unemployed,Small City
100001957,Female,Single,31,High School,113108,Skilled Employee,Small City
100001958,Male,Single,39,High School,93554,Unemployed,Small City
100001959,Female,Married,33,High School,42516,Unemployed,Small City
100001960,Male,Married,26,High School,72429,Unemployed,Small City
100001961,Female,Married,27,High School,110154,Skilled Employee,Small City
100001962,Female,Single,20,Unknown,60965,Unemployed,Small City
100001963,Female,Married,27,High School,100618,Unemployed,Small City
100001964,Female,Married,26,High School,71021,Unemployed,Small City
100001965,Male,Single,40,High School,94189,Unemployed,Small City
100001966,Male,Single,24,Unknown,44742,Unemployed,Small City
100001967,Female,Married,22,High School,103201,Skilled Employee,Small City
100001968,Female,Married,24,High School,62335,Unemployed,Small City
100001969,Female,Single,27,Unknown,103787,Skilled Employee,Small City
100001970,Male,Single,35,High School,99401,Skilled Employee,Small City
100001971,Male,Married,27,High School,105197,Skilled Employee,Small City
100001972,Female,Married,25,High School,115566,Unemployed,Small City
100001973,Female,Married,34,High School,125843,Unemployed,Small City
100001974,Female,Single,24,Unknown,67936,Unemployed,Small City
100001975,Female,Single,34,High School,120863,Skilled Employee,Small City
100001976,Male,Single,42,High School,77317,Unemployed,Small City
100001977,Female,Single,38,High School,84653,Unemployed,Small City
100001978,Male,Single,42,High School,81606,Unemployed,Small City
100001979,Female,Single,35,High School,113380,Unemployed,Small City
100001980,Female,Married,27,High School,100644,Skilled Employee,Small City
100001981,Male,Single,25,Unknown,64037,Unemployed,Small City
100001982,Female,Married,23,High School,101350,Skilled Employee,Small City
100001983,Female,Married,34,High School,126334,Skilled Employee,Small City
100001984,Female,Married,28,High School,130877,Skilled Employee,Small City
100001985,Male,Single,21,Unknown,103470,Skilled Employee,Small City
100001986,Female,Single,32,Unknown,114588,Skilled Employee,Small City
100001987,Female,Married,21,High School,120682,Skilled Employee,Small City
100001988,Male,Single,25,Unknown,66628,Unemployed,Small City
100001989,Female,Married,35,High School,124447,Unemployed,Small City
100001990,Female,Married,25,High School,106567,Unemployed,Small City
100001991,Female,Married,31,High School,78758,Unemployed,Small City
100001992,Male,Single,54,High School,128537,Skilled Employee,Small City
100001993,Female,Single,51,High School,101074,Unemployed,Small City
100001994,Female,Single,38,High School,87670,Unemployed,Small City
100001995,Male,Single,45,High School,113414,Skilled Employee,Small City
100001996,Female,Single,47,High School,123525,Unemployed,Small City
100001997,Female,Married,27,High School,117744,Skilled Employee,Small City
100001998,Male,Single,31,Unknown,86400,Unemployed,Small City
100001999,Female,Married,24,High School,97968,Unemployed,Small City
100002000,Male,Single,25,Unknown,68416,Unemployed,Small City
